Frequency (MHz),Full_Info
12.82,2200-2300       TWN Sound of Hope            M   FE
12.82,2300-2400       TWN Sound of Hope            M   FE
12.82,0000-2400       CHN XSV Tianjin Radio        -TY FE          tj
12.84,0000-0100       TWN Sound of Hope            M   FE
12.84,0100-0200       TWN Sound of Hope            M   FE
12.84,0200-1200       TWN Sound of Hope            M   FE
12.84,1200-1300       TWN Sound of Hope            M   FE
12.84,2200-2300       TWN Sound of Hope            M   FE
12.84,2300-2400       TWN Sound of Hope            M   FE
12.84,0000-2400       HOL PBB Navy Den Helder      -TY Eu          cg
12.84,0000-0900       KOR HLO Seoul Radio          -CW FE
12.84,0900-2400       KOR HLO Seoul Radio          -CW FE
12.86,0000-2400       CHN XSG Shanghai Radio       -TY FE          sh
12.87,0000-0100       TWN Sound of Hope            M   FE
12.87,0100-0200       TWN Sound of Hope            M   FE
12.87,0200-1200       TWN Sound of Hope            M   FE
12.87,1200-1300       TWN Sound of Hope            M   FE
12.87,1300-1400       TWN Sound of Hope            M   FE
12.87,1400-1500       TWN Sound of Hope            M   FE
12.87,1500-1600       TWN Sound of Hope            M   FE
12.87,2130-2200       TWN Sound of Hope            M   FE
12.87,2200-2300       TWN Sound of Hope            M   FE
12.87,2300-2400       TWN Sound of Hope            M   FE
12.87,0000-0100       TWN Sound of Hope            M   FE
12.87,0100-0200       TWN Sound of Hope            M   FE
12.87,0200-1200       TWN Sound of Hope            M   FE
12.87,1200-1300       TWN Sound of Hope            M   FE
12.87,1300-1400       TWN Sound of Hope            M   FE
12.87,1400-1500       TWN Sound of Hope            M   FE
12.87,1500-1600       TWN Sound of Hope            M   FE
12.87,2130-2200       TWN Sound of Hope            M   FE
12.87,2200-2300       TWN Sound of Hope            M   FE
12.87,2300-2400       TWN Sound of Hope            M   FE
12.88,2130-1700       CHN CNR1 Jammer/Firedrake    M   CHN
12.88,0000-0100       TWN Sound of Hope            M   FE
12.88,0100-0200       TWN Sound of Hope            M   FE
12.88,0200-1200       TWN Sound of Hope            M   FE
12.88,1200-1300       TWN Sound of Hope            M   FE
12.88,1300-1400       TWN Sound of Hope            M   FE
12.88,1400-1500       TWN Sound of Hope            M   FE
12.88,1500-1600       TWN Sound of Hope            M   FE
12.88,1600-1700       TWN Sound of Hope            M   FE
12.88,2130-2200       TWN Sound of Hope            M   FE
12.88,2200-2300       TWN Sound of Hope            M   FE
12.88,2300-2400       TWN Sound of Hope            M   FE
12.92,0000-0900       KOR HLF Seoul Radio          -CW FE
12.92,0900-2400       KOR HLF Seoul Radio          -CW FE
12.92,0000-0100       TWN Sound of Hope            M   FE
12.92,0100-0200       TWN Sound of Hope            M   FE
12.92,0200-1200       TWN Sound of Hope            M   FE
12.92,1200-1300       TWN Sound of Hope            M   FE
12.92,1300-1400       TWN Sound of Hope            M   FE
12.92,1400-1500       TWN Sound of Hope            M   FE
12.92,1500-1600       TWN Sound of Hope            M   FE
12.92,1600-1700       TWN Sound of Hope            M   FE
12.92,2200-2300       TWN Sound of Hope            M   FE
12.92,2300-2400       TWN Sound of Hope            M   FE
12.92,0000-0900       KOR HLW Seoul Radio          -CW FE
12.92,0900-2400       KOR HLW Seoul Radio          -CW FE
12.94,0000-0900       KOR HLG Seoul Radio          -CW FE
12.94,0900-2400       KOR HLG Seoul Radio          -CW FE
12.95,0000-0100       TWN Sound of Hope            M   FE
12.95,0100-0200       TWN Sound of Hope            M   FE
12.95,0200-1200       TWN Sound of Hope            M   FE
12.95,1200-1300       TWN Sound of Hope            M   FE
12.95,1300-1400       TWN Sound of Hope            M   FE
12.95,1400-1500       TWN Sound of Hope            M   FE
12.95,2130-2200       TWN Sound of Hope            M   FE
12.95,2200-2300       TWN Sound of Hope            M   FE
12.95,2300-2400       TWN Sound of Hope            M   FE
13.02,2100-1700       CHN CNR1 Jammer/Firedrake    M   CHN
13.02,0000-0100       TWN Sound of Hope            M   FE
13.02,0100-0200       TWN Sound of Hope            M   FE
13.02,0200-1200       TWN Sound of Hope            M   FE
13.02,1200-1300       TWN Sound of Hope            M   FE
13.02,1300-1400       TWN Sound of Hope            M   FE
13.02,1400-1500       TWN Sound of Hope            M   FE
13.02,1500-1600       TWN Sound of Hope            M   FE
13.02,1600-1700       TWN Sound of Hope            M   FE
13.02,2100-2130       TWN Sound of Hope            M   FE
13.02,2130-2200       TWN Sound of Hope            M   FE
13.02,2200-2300       TWN Sound of Hope            M   FE
13.02,2300-2400       TWN Sound of Hope            M   FE
13.07,2200-1700       CHN CNR1 Jammer/Firedrake    M   CHN
13.07,0000-0100       TWN Sound of Hope            M   FE
13.07,0100-0200       TWN Sound of Hope            M   FE
13.07,0200-1200       TWN Sound of Hope            M   FE
13.07,1200-1300       TWN Sound of Hope            M   FE
13.07,1300-1400       TWN Sound of Hope            M   FE
13.07,1400-1500       TWN Sound of Hope            M   FE
13.07,1500-1600       TWN Sound of Hope            M   FE
13.07,1600-1700       TWN Sound of Hope            M   FE
13.07,2200-2300       TWN Sound of Hope            M   FE
13.07,2300-2400       TWN Sound of Hope            M   FE
13.07,0020-0035       J   JFX Kagoshima Fish.Fax       WOc         m
13.07,0110-0125 Mo    J   JFX Kagoshima Fish.Fax       WOc         m
13.07,0330-0345       J   JFX Kagoshima Fish.Fax       WOc         m
13.07,0440-0455 irr   J   JFX Kagoshima Fish.Fax       WOc         m
13.07,"0700-0715 Tu,Fr J   JFX Kagoshima Fish.Fax       WOc         m"
13.07,"0730-0745 Tu,Fr J   JFX Kagoshima Fish.Fax       WOc         m"
13.07,0800-0815       J   JFX Kagoshima Fish.Fax       WOc         m
13.07,0830-0845       J   JFX Kagoshima Fish.Fax       WOc         m
13.07,0930-0945       J   JFX Kagoshima Fish.Fax       WOc         m
13.08,0000-2400       CAN VFF Iqaluit Radio        E   NAm         ch
13.08,0000-2400       CAN VFF Iqaluit Radio        E   NAm         i
13.08,0000-2400       CAN VFF Iqaluit Radio        E   NAm         in
13.08,0000-2400       S   Stockholm Radio          E   NEu         gr
13.09,0330-0415       GUM NRV USCG Guam            E   WOc
13.09,2130-2215       GUM NRV USCG Guam            E   WOc
13.09,0005-0040       HWA NMO USCG Honolulu        E   Oc          nm
13.09,1800-1835       HWA NMO USCG Honolulu        E   Oc          nm
13.09,0430-0505       USA NMC USCG Point Reyes     E   NAm         pr
13.09,1030-1105       USA NMC USCG Point Reyes     E   NAm         pr
13.09,1630-1705       USA NMC USCG Point Reyes     E   NAm         pr
13.09,2230-2305       USA NMC USCG Point Reyes     E   NAm         pr
13.09,1115-1215       USA NMN USCG Chesapeake      E   NAm         ch
13.09,1530-1630       USA NMN USCG Chesapeake      E   NAm         ch
13.09,1715-1815       USA NMN USCG Chesapeake      E   NAm         ch
13.09,2130-2230       USA NMN USCG Chesapeake      E   NAm         ch
13.09,2315-0015       USA NMN USCG Chesapeake      E   NAm         ch
13.09,0000-2400       CHN XSV Tianjin Radio        M   FE          tj
13.09,0600-0605       CHN XSV Tianjin Radio        M   NAs         tj
13.09,1400-1405       CHN XSV Tianjin Radio        M   NAs         tj
13.1,0640-2240       EST Tallinn Radio            E   NEu         ta
13.1,2240-0640       EST Tallinn Radio            E   NEu         ta
13.11,0000-2400       CHN XSQ Guangzhou Radio      M   FE          gx
13.12,"0900-0910 Mo,We POL E11 Polish Spy Numbers   E               p"
13.12,0000-2400       S   Stockholm Radio          E   NEu         gr
13.12,0000-2400       CHN XSV Tianjin Radio        M   FE          tj
13.13,0955-1020       TUR TAH Turk Radio Istanbul  TU  ME          is
13.13,1020-1030       TUR TAH Turk Radio Istanbul  E   ME          is
13.13,1100-1130       TUR TAH Turk Radio Istanbul  TU  ME          is
13.13,1700-1730       TUR TAH Turk Radio Istanbul  TU  ME          is
13.13,1755-1820       TUR TAH Turk Radio Istanbul  TU  ME          is
13.13,1820-1840       TUR TAH Turk Radio Istanbul  E   ME          is
13.13,0000-2400       S   Stockholm Radio          E   NEu         gr
13.13,1145-1245       GRC SVO Olimpia Radio        GR  SEu         o
13.13,1945-2000       GRC SVO Olimpia Radio        GR  SEu         o
13.14,0000-2400       I   Romaradio IAR            I   SEu         r
13.14,0000-2400       TUR TAH Turk Radio Istanbul  E   ME          is
13.15,1815-1845       AFS ZSC Cape Town Radio      E   SAf         ct
13.15,"0730-0800       MCO 3AC Radio Monaco         F,E SEu         /F-ma"
13.15,"0930-0940       MCO 3AC Radio Monaco         F,E NAO         /F-ma"
13.15,1000-1005       MCO 3AC Radio Monaco         E   NAO         /F-ma
13.15,"1120-1130       MCO 3AC Radio Monaco         F,E NAO         /F-ma"
13.15,"1203-1230       MCO 3AC Radio Monaco         F,E SEu         /F-ma"
13.15,"1730-1800       MCO 3AC Radio Monaco         F,E SEu         /F-ma"
13.15,0000-2400       CHN XSQ Guangzhou Radio      M   FE          gx
13.15,0000-2400       USA KLN Riverhead Radio      E   ENA         rh
13.15,0000-2400       S   Stockholm Radio          E   NEu         gr
13.16,"0000-2400       USA KPH Rio Vista, CA        E   WNA         rv"
13.16,0000-2400       USA WLO Mobile Radio         E   Car         mo
13.16,2200-1700       CHN CNR1 Jammer/Firedrake    M   CHN
13.16,0000-0100       TWN Sound of Hope            M   FE
13.16,0100-0200       TWN Sound of Hope            M   FE
13.16,0200-1200       TWN Sound of Hope            M   FE
13.16,1200-1300       TWN Sound of Hope            M   FE
13.16,1300-1400       TWN Sound of Hope            M   FE
13.16,1400-1500       TWN Sound of Hope            M   FE
13.16,1500-1600       TWN Sound of Hope            M   FE
13.16,1600-1700       TWN Sound of Hope            M   FE
13.16,2200-2300       TWN Sound of Hope            M   FE
13.16,2300-2400       TWN Sound of Hope            M   FE
13.17,0000-2400       TUR TAH Turk Radio Istanbul  E   ME          is
13.18,0000-2400       CHN XSQ Guangzhou Radio      M   FE          gx
13.19,0000-2400       TUR TAH Turk Radio Istanbul  E   ME          is
13.23,0000-2400       PTR NAU US Navy              -TY NAm         i
13.26,0000-2400       AUS Brisbane Radio           E   Oc          ae
13.26,0000-2400       FJI Nadi Radio               E   Oc          n
13.26,0000-2400       NZL Auckland Radio           E   Oc          a
13.26,0000-2400       OCE Tahiti Radio             E   Oc          fa
13.26,0000-2400       USA San Francisco Radio SP   E   Oc          /HWA-m
13.26,0000-2400       IRL Shannon Volmet           E   Eu          s
13.26,0000-2400       PNR Albrook HFDL (ID11)      -HF CAm         al
13.27,"0000-2400       RUS Irkutsk Volmet x25,x55   R   Sib         iv"
13.27,0000-2400       THA Hat Yai HFDL (ID6)       -HF SEA         hy
13.28,0000-2400       HWA Moloka'i HFDL (ID2)      -HF Oc          m
13.28,0000-2400       USA Riverhead HFDL (ID4)     -HF ENA         rh
13.28,0000-2400       USA San Francisco HFDL(ID1)  -HF WNA         dx
13.28,"0000-2400       HKG Hongkong Volmet x15,x45  E   FE          a"
13.28,"0000-2400       J   Tokyo Volmet x10,x40     E   FE          tv"
13.28,"0000-2400       NZL Auckland Volmet x20,x50  E   FE          a"
13.29,"0000-2400 LSB   CHN Beijing Volmet x15,x45   E   FE"
13.29,"0000-0745 USB   CHN Guangzhou Volmet x00,30  E   FE"
13.29,0000-2400       USA San Francisco Radio CEP  E   EOc         dx
13.29,0000-2400       CAN Gander Radio F           E   NAO         g
13.29,0000-2400       IRL Shannon Aeradio B        E   NAO         s
13.29,0000-2400       IRL Shannon Aeradio F        E   NAO         s
13.3,0000-2400       TRD Piarco Radio CAR-B       E   Car
13.3,0000-2400       USA New York Radio           E   Car         bg
13.3,0000-2400       USA San Francisco Radio CWP  E   WOc         /GUM-b
13.3,0000-2400       USA San Francisco Radio CWP  E   WOc         /HWA-m
13.3,0000-2400       CNR Canarias HFDL (ID17)     -HF WAf         gc
13.31,0000-2400       AUS Brisbane Radio           E   Oc          ae
13.31,1000-2100       AZR Santa Maria Radio A      E   NAO         sm
13.31,0000-2400       CAN Gander Radio A           E   NAO         g
13.31,0000-2400       IRL Shannon Aeradio A        E   NAO         s
13.31,0000-2400       IRL Shannon Aeradio C        E   NAO         s
13.31,0000-2400       ISL Iceland Radio C          E   NAO
13.31,0000-2400       USA New York Radio           E   NAO         bg
13.31,0000-2400       BHR Al Muharraq HFDL (ID15)  -HF ME          m
13.31,0000-2400       GUM Agana Guam HFDL (ID16)   -HF WOc         h
13.31,0000-2400       HWA Moloka'i HFDL (ID2)      -HF Oc          m
13.31,0000-2400       BOL Santa Cruz HFDL (ID13)   -HF SAm         sz
13.32,0000-2400       AFS Johannesburg HFDL (ID8)  -HF SAf         j
13.32,0000-2400       HWA Moloka'i HFDL (ID2)      -HF Oc          m
13.34,0000-2400       USA San Francisco Radio NP   E   NOc         /ALS-ba
13.34,0000-2400       USA San Francisco Radio NP   E   NOc         /HWA-m
13.34,0000-2400       KOR Seoul Muan HFDL (ID10)   -HF FE          m
13.34,0600-1800       S   Stockholm Radio (Air)    E   Eu          gr
13.34,1800-0600       S   Stockholm Radio (Air)    E   Eu          gr
13.35,0000-2400       USA New York Radio           E   NAO         bg
13.35,0000-2400       USA San Francisco R. LDOC    E   Oc          dx
13.35,0000-2400       NZL Auckland HFDL (ID5)      -HF SOc         a
13.35,0000-2400       AZR Santa Maria Radio E      E   NAO         sm
13.35,0000-2400       USA New York Radio           E   NAO         bg
13.35,0000-2400       USA San Francisco Radio CEP  E   EOc         dx
13.36,0000-2400       SEN Dakar Radio              E   WAf         y
13.42,0600-1800       F   FUG French Navy FSK      F   Eu          sa
13.42,1800-0600       F   FUG French Navy FSK      F   Eu          sa
13.43,"1100-1110 Tu,Fr RUS E07 Russian Spy Numbers  E   RUS         m"
13.47,2100-1500       CHN CNR1 Jammer/Firedrake    M   CHN
13.47,"0645-0655 Tu,Th POL E11 Polish Spy Numbers   E               p"
13.47,"1745-1755 Mo,Su POL E11 Polish Spy Numbers   E               p"
13.47,0000-0100       TWN Sound of Hope            M   FE
13.47,0100-0200       TWN Sound of Hope            M   FE
13.47,0200-1200       TWN Sound of Hope            M   FE
13.47,1200-1300       TWN Sound of Hope            M   FE
13.47,1300-1400       TWN Sound of Hope            M   FE
13.47,1400-1500       TWN Sound of Hope            M   FE
13.47,2130-2200       TWN Sound of Hope            M   FE
13.47,2200-2300       TWN Sound of Hope            M   FE
13.47,2300-2400       TWN Sound of Hope            M   FE
13.49,2200-1700       CHN CNR1 Jammer/Firedrake    M   CHN
13.49,0000-0100       TWN Sound of Hope            M   FE
13.49,0100-0200       TWN Sound of Hope            M   FE
13.49,0200-1200       TWN Sound of Hope            M   FE
13.49,1200-1300       TWN Sound of Hope            M   FE
13.49,1300-1400       TWN Sound of Hope            M   FE
13.49,1400-1500       TWN Sound of Hope            M   FE
13.49,1500-1600       TWN Sound of Hope            M   FE
13.49,1600-1700       TWN Sound of Hope            M   FE
13.49,2200-2300       TWN Sound of Hope            M   FE
13.49,2300-2400       TWN Sound of Hope            M   FE
13.51,1000-2200       CAN CFH Halifax Radio        -TY NAm         hx
13.53,0000-2400 irr   B   Rdio Tury               P   B           xx
13.53,0000-2400       RUS Channel Marker D         -CW EEu         se
13.53,0000-2400       RUS Channel Marker P         -CW RUS         kl
13.53,0000-2400       RUS Channel Marker S         -CW RUS         sm
13.53,0000-2400       RUS Channel Marker C         -CW RUS         m
13.53,0000-2400       RUS Channel Marker A         -CW RUS         as
13.53,0000-2400       RUS Channel Marker F         -CW FE          vl
13.53,0000-2400       RUS Channel Marker K         -CW FE          pk
13.53,0000-2400       RUS Channel Marker M         -CW FE          mg
13.53,2100-1600       CHN CNR1 Jammer/Firedrake    M   FE
13.53,0000-0100       TWN Sound of Hope            M   FE
13.53,0100-0200       TWN Sound of Hope            M   FE
13.53,0200-1200       TWN Sound of Hope            M   FE
13.53,1200-1300       TWN Sound of Hope            M   FE
13.53,1300-1400       TWN Sound of Hope            M   FE
13.53,1400-1500       TWN Sound of Hope            M   FE
13.53,1500-1600       TWN Sound of Hope            M   FE
13.53,2100-2130       TWN Sound of Hope            M   FE
13.53,2130-2200       TWN Sound of Hope            M   FE
13.53,2200-2300       TWN Sound of Hope            M   FE
13.53,2300-2400       TWN Sound of Hope            M   FE
13.55,0000-0100       TWN Sound of Hope            M   FE
13.55,0100-0200       TWN Sound of Hope            M   FE
13.55,0200-1200       TWN Sound of Hope            M   FE
13.55,1200-1300       TWN Sound of Hope            M   FE
13.55,1300-1400       TWN Sound of Hope            M   FE
13.55,1400-1500       TWN Sound of Hope            M   FE
13.55,1500-1600       TWN Sound of Hope            M   FE
13.55,2100-2130       TWN Sound of Hope            M   FE
13.55,2130-2200       TWN Sound of Hope            M   FE
13.55,2200-2300       TWN Sound of Hope            M   FE
13.55,2300-2400       TWN Sound of Hope            M   FE
13.55,0000-2400 irr   B   Rdio Cidade Oldies      P   SAm         xx
13.56,0300-0310 Th    RUS E06 Russian Spy Numbers  E   RUS         c
13.56,0000-2400       XUU RFID devices                             /XUU
13.57,0000-1200       KOR HLL Seoul Meteo Fax          FE          sg
13.57,1200-1300       CHN China Radio Int.         R   EEu         u
13.58,0000-0100       CHN China Radio Int.         M   SEA         b
13.58,0100-0200       CHN China Radio Int.         M   SEA         b
13.58,1000-1100       CHN China Radio Int.         E   Oc          k
13.58,0500-0530       ROU Radio Romania Int.       F   CAf         t
13.58,"1530-1545 Mo,Fr SWZ Trans World Radio        JU  EAf"
13.58,1557-1657 Su    SWZ Trans World Radio        KiR EAf
13.59,0000-2400       HOL Radio Piepzender         NL  Eu          zw
13.59,0300-0400       CHN China Radio Int.         E   FE          b
13.59,0400-0500       CHN China Radio Int.         E   FE          b
13.59,1000-1100       CHN China Radio Int.         E   SEA         b
13.59,1100-1200       CHN China Radio Int.         E   SEA         b
13.59,2200-1700       CHN CNR1 Jammer/Firedrake    M   FE
13.59,0000-0100       TWN Sound of Hope            M   FE
13.59,0100-0200       TWN Sound of Hope            M   FE
13.59,0200-1200       TWN Sound of Hope            M   FE
13.59,1200-1300       TWN Sound of Hope            M   FE
13.59,1300-1400       TWN Sound of Hope            M   FE
13.59,1400-1500       TWN Sound of Hope            M   FE
13.59,1500-1600       TWN Sound of Hope            M   FE
13.59,1600-1700       TWN Sound of Hope            M   FE
13.59,2200-2300       TWN Sound of Hope            M   FE
13.59,2300-2400       TWN Sound of Hope            M   FE
13.6,0100-0200       CHN China Radio Int.         R   CAs         x
13.6,0200-0300       CHN China Radio Int.         TAM SAs         ka
13.6,0300-0400       CHN China Radio Int.         TAM SAs         ka
13.6,1200-1300       CHN China Radio Int.         R   CAs         x
13.6,1300-1400       CHN China Radio Int.         R   CAs         x
13.6,1400-1500       CHN China Radio Int.         TAM SAs         ka
13.6,0700-0900 irr   F   TDF DIGITAL              F   WAf         i
13.6,0900-1000 irr   F   TDF DIGITAL              F   NEu         i
13.6,0000-0020       J   NHK Radio Japan          IN  INS         y
13.6,0030-0050 Tu-Sa J   NHK Radio Japan          BR  SEA         y
13.6,0030-0059 Su-Mo J   NHK Radio Japan          BR  SEA         y
13.6,0500-0520       J   NHK Radio Japan          F   CAf         /F-i
13.6,2310-2330       J   NHK Radio Japan          T   SEA         y
13.6,2330-2340 Mo-Fr J   NHK Radio Japan          VN  SEA         y
13.6,2330-2351 SaSu  J   NHK Radio Japan          VN  SEA         y
13.61,1400-2200       USA Radio Marti              S   CUB         g
13.61,0600-0900 We-Mo CHN China National Radio 1   M   CHN         n
13.61,0900-1300       CHN China National Radio 1   M   CHN         n
13.61,2300-0600       CHN China National Radio 1   M   CHN         n
13.61,1100-1200       CHN China Radio Int.         M   SAs         ka
13.61,1200-1300       CHN China Radio Int.         M   SAs         ka
13.61,0700-0800       KOR KBS World Radio          K   Eu          /G-w
13.61,1300-1400       ROU Radio Romania Int.       R   CAs         t
13.63,0030-1130       CHN China National Radio 1   M   CHN         n
13.63,1500-1600       CHN China Radio Int.         E   ME          u
13.63,1930-2000       CHN China Radio Int.         P   EAf         /MLI
13.63,2000-2100       CHN China Radio Int.         E   EAf         /MLI
13.63,2100-2130       CHN China Radio Int.         E   EAf         /MLI
13.63,2130-2230       CHN China Radio Int.         F   EAf         /MLI
13.63,2100-1300       CHN CNR1 Jammer/Firedrake    M   FE
13.63,0000-0100       TWN Sound of Hope            M   FE
13.63,0100-0200       TWN Sound of Hope            M   FE
13.63,0200-1200       TWN Sound of Hope            M   FE
13.63,1200-1300       TWN Sound of Hope            M   FE
13.63,2100-2130       TWN Sound of Hope            M   FE
13.63,2130-2200       TWN Sound of Hope            M   FE
13.63,2200-2300       TWN Sound of Hope            M   FE
13.63,2300-2400       TWN Sound of Hope            M   FE
13.63,1700-1800 irr   F   TDF DIGITAL              F   ME          i
13.63,0600-1300       TUR Voice of Turkey          TU  Eu          e
13.64,1900-0300       ALG Ifrikya FM               A   CAf         b
13.64,0100-0200       CHN China Radio Int.         E   Eu          ka
13.64,0200-0300       CHN China Radio Int.         E   SAs         ka
13.64,0400-0500       CHN China Radio Int.         M   SAs         ka
13.64,1500-1600       CHN China Radio Int.         E   Eu          ka
13.64,2200-2300       CHN China Radio Int.         J   FE          j
13.64,2300-2400       CHN China Radio Int.         J   FE          j
13.64,2200-1600       CHN CNR1 Jammer/Firedrake    M   FE
13.64,0000-0100       TWN Sound of Hope            M   FE
13.64,0100-0200       TWN Sound of Hope            M   FE
13.64,0200-1200       TWN Sound of Hope            M   FE
13.64,1200-1300       TWN Sound of Hope            M   FE
13.64,1300-1400       TWN Sound of Hope            M   FE
13.64,1400-1500       TWN Sound of Hope            M   FE
13.64,1500-1600       TWN Sound of Hope            M   FE
13.64,2200-2300       TWN Sound of Hope            M   FE
13.64,2300-2400       TWN Sound of Hope            M   FE
13.64,0600-0700       CHN China Radio Int.         E   SEA         x
13.64,1700-1800       CHN China Radio Int.         SWA EAf         /MLI
13.64,1800-1830       CHN China Radio Int.         HA  NIG         /MLI
13.65,1300-1400       CHN China Radio Int.         M   CAs         u
13.65,2300-2400       CHN China Radio Int.         P   SAm         /CUB
13.65,1700-1730 We    CZE Radio Prague             R   EEu         /UAE
13.65,1900-1930 Sa    CZE Radio Prague             R   EEu         /UAE
13.65,1900-1930 135   E   Radio Exterior Espaa    R   EEu         /UAE
13.65,0700-0800 irr   F   TDF DIGITAL              F   NEu         i
13.65,1700-1730 SaSu  G   BBC                      R   EEu         /UAE
13.65,1830-1850       J   NHK Radio Japan          R   EEu         /UAE
13.65,0300-0400       KRE Voice of Korea           M   SEA         u
13.65,0400-0500       KRE Voice of Korea           F   SEA         u
13.65,0500-0600       KRE Voice of Korea           E   SEA         u
13.65,0600-0700       KRE Voice of Korea           M   SEA         u
13.65,1000-1100       KRE Voice of Korea           E   SEA         u
13.65,1100-1200       KRE Voice of Korea           F   SEA         u
13.65,1200-1250       KRE Voice of Korea KCBS      K   SEA         u
13.65,1300-1400       KRE Voice of Korea           M   SEA         u
13.65,1400-1450       KRE Voice of Korea KCBS      K   SEA         u
13.65,1700-2000       RUS WRN Vsemirnaya Radioset  R   EEu         /UAE
13.65,1930-2000       SVK Radio Slovakia Int.      R   EEu         /UAE
13.65,1730-1800 Tu    UN  United Nations Radio     R   EEu         /UAE
13.65,1800-1830 Su    UN  United Nations Radio     R   EEu         /UAE
13.65,0000-0100       CHN China Radio Int.         M   FE          x
13.65,0100-0200       CHN China Radio Int.         M   FE          x
13.65,0200-0300       CHN China Radio Int.         M   FE          x
13.65,1100-1200       CHN China Radio Int.         EO  FE          u
13.65,0830-0900       TUR Voice of Turkey          I   SEu         e
13.66,0700-0800       CHN China Radio Int.         E   SEA         x
13.66,1730-1830       CHN China Radio Int.         HA  NIG         ka
13.66,1830-2030       CHN China Radio Int.         F   WAf         ka
13.66,0700-0730       F   Radio France Int.        MAN WAf         i
13.66,1430-1500 We-Su PHL FEBC Manila              HI  SAs         /UZB
13.66,1500-1530       ROU Radio Romania Int.       R   EEu         t
13.67,0200-0500       CHN China National Radio 6   AM  TWN         n
13.67,0500-0600       CHN China National Radio 6   HK  TWN         n
13.67,0600-0900 Th-Tu CHN China National Radio 6   HK  TWN         n
13.67,0900-1000       CHN China National Radio 6   HK  TWN         n
13.67,1300-1400       CHN China Radio Int.         E   Eu          ka
13.67,1700-1800       CHN China Radio Int.         EO  Eu          b
13.67,2000-2100       CHN China Radio Int.         M   Eu          b
13.67,2100-2200       CHN China Radio Int.         HR  SEu         b
13.67,2100-1500       CHN CNR1 Jammer/Firedrake    M   FE
13.67,0200-0300       CHN PBS Xinjiang             UI  CHN         uc
13.67,0300-0800       CHN PBS Xinjiang             UI  CHN         uc
13.67,0800-1100 We-Mo CHN PBS Xinjiang             UI  CHN         uc
13.67,1100-1200       CHN PBS Xinjiang             UI  CHN         uc
13.67,1200-1400       CHN PBS Xinjiang             UI  CHN         uc
13.67,1800-1900       MDG MWV African Pathways R.  E   CAf         m
13.67,1900-2000       MDG MWV Radio Feda           A   ME          m
13.67,0000-0100       TWN Sound of Hope            M   FE
13.67,0100-0200       TWN Sound of Hope            M   FE
13.67,0200-1200       TWN Sound of Hope            M   FE
13.67,1200-1300       TWN Sound of Hope            M   FE
13.67,1300-1400       TWN Sound of Hope            M   FE
13.67,1400-1500       TWN Sound of Hope            M   FE
13.67,2100-2130       TWN Sound of Hope            M   FE
13.67,2130-2200       TWN Sound of Hope            M   FE
13.67,2200-2300       TWN Sound of Hope            M   FE
13.67,2300-2400       TWN Sound of Hope            M   FE
13.68,2200-1300       CHN CNR1 Jammer/Firedrake    M   FE
13.68,0000-0100       TWN Sound of Hope            M   FE
13.68,0100-0200       TWN Sound of Hope            M   FE
13.68,0200-1200       TWN Sound of Hope            M   FE
13.68,1200-1300       TWN Sound of Hope            M   FE
13.68,2130-2200       TWN Sound of Hope            M   FE
13.68,2200-2300       TWN Sound of Hope            M   FE
13.68,2300-2400       TWN Sound of Hope            M   FE
13.69,1300-1400       CHN China Radio Int.         F   EAf         /MLI
13.69,1430-1500       CHN China Radio Int.         E   EAf         /MLI
13.69,1500-1600       CHN China Radio Int.         E   EAf         /MLI
13.69,1830-1930       CHN China Radio Int.         A   NAf         /MLI
13.69,0700-0800       TUR Voice of Turkey          AZ  Cau         e
13.69,2000-2100       CHN China Radio Int.         M   Eu          s
13.69,2100-2300       CHN China Radio Int.         S   SEu         s
13.69,0400-0500 irr   F   TDF DIGITAL              F   ME          i
13.69,1200-1300 irr   F   TDF DIGITAL              F   SEu         i
13.69,1600-1700       ROU Radio Romania DIGITAL    F   SEu         t
13.7,0500-0600       F   Radio France Int.        F   CAf         i
13.7,0600-0700       F   Radio France Int.        F   WAf         i
13.7,0600-0900 We-Mo CHN China National Radio 13  UI  CHN         L
13.7,0900-1000       CHN China National Radio 13  M   CHN         L
13.7,1000-1100       CHN China National Radio 13  UI  CHN         L
13.7,1100-1400       CHN China National Radio 13  UI  CHN         L
13.7,2355-0600       CHN China National Radio 13  UI  CHN         L
13.7,1800-1900       CHN China Radio Int.         AM  SEu         u
13.71,1400-1500       CHN China Radio Int.         E   Eu          ka
13.71,1500-1600       CHN China Radio Int.         TU  ME          k
13.71,1600-1700       CHN China Radio Int.         TU  ME          k
13.71,1730-1830       CHN China Radio Int.         M   ME          k
13.71,1830-1900       CHN China Radio Int.         BU  SEE         k
13.71,1900-2000       CHN China Radio Int.         TU  ME          k
13.71,2000-2100       MDG MWV Radio Feda           A   ME          m
13.72,0300-0400       CHN China Radio Int.         HI  SAs         ka
13.72,1000-1100       CHN China Radio Int.         E   SEA         x
13.72,1100-1200       CHN China Radio Int.         E   SEA         x
13.72,1630-1730       TUR Voice of Turkey          S   SEu         e
13.73,0500-0515 Fr    CAN Bible Voice              A   ME          /D-n
13.73,0100-0200       CHN China Radio Int.DIGITAL  M   Oc          k
13.73,0300-0400       CHN China Radio Int.         TAM SAs         k
13.73,0800-0900       CHN China Radio Int.DIGITAL  M   Oc          k
13.73,0900-1000       CHN China Radio Int.         M   Oc          k
